,Name + autors,Fields,Date,Abstract,Citations,PDF link
641,High Dimensional Statistics%3A A Non Asymptotic Wainwright/3ec6b1aeddce8c350a4f8ea3ba7ffcfd73b57ed2,Computer Science,11 April 2019,"This book provides a self-contained introduction to the area of high-dimensional statistics, aimed at first-year graduate level.   ",568,https://doi.org/10.1017/9781108627771
642,%22Why Should I Trust You%22%3A Explaining the of Any Ribeiro Singh/5091316bb1c6db6c6a813f4391911a5c311fdfe0,"Computer Science, Mathematics",16 February 2016,"We propose LIME, a novel explanation technique that explains the predictions of any classifier in a interpretable and faithful manner, by learning  an interpretable model locally varound the prediction.",4101,http://dl.acm.org/citation.cfm?id=2939778
643,Spark%3A Cluster Computing with Working Sets Zaharia Chowdhury/a0858dd960c635c3e6294908b794fae52f66e42f,Computer Science,22 June 2010,We propose a new cluster computing framework called Spark that supports applications with working sets while providing the same scalability and fault tolerance properties as MapReduce.   ,4382,https://www.usenix.org/conference/hotcloud-10/spark-cluster-computing-working-sets
644,The Pascal Visual Object Classes (VOC) Challenge Everingham Gool/82635fb63640ae95f90ee9bdc07832eb461ca881,Computer Science,1 June 2010,"The Pascal Visual Object Classes (VOC) challenge is a benchmark in visual object category recognition and detection, providing the vision and machine learning communities with a standard dataset of images and annotation, and standard evaluation procedures.",9049,https://doi.org/10.1007/s11263-009-0275-4
645,From local explanations to global understanding AI Lundberg Erion/81600fd653a828d69f6160705be6814dd101beb7,"Computer Science, Medicine",1 January 2020,"We improve the interpretability of tree-based machine learning models through three main contributions: a polynomial time algorithm to compute optimal explanations based on game theory, a new type of explanation that directly measures local feature interaction effects, and a new set of tools for understanding global model structure based on combining many local explanations of each prediction.",261,https://doi.org/10.1038/s42256-019-0138-9
646,Learning and relearning in Boltzmann machines Hinton Sejnowski/8592e46a5435d18bba70557846f47290b34c1aa5,Computer Science,3 January 1986,"This chapter contains sections titled: Relaxation Searches, Easy and Hard Learning Machine , The Boltzmann",1259,https://doi.org/10.7551/mitpress%2F3349.003.0005
647,Adversarial examples in the physical world Kurakin Goodfellow/b544ca32b66b4c9c69bcfa00d63ee4b799d8ab6b,"Computer Science, Mathematics",8 July 2016,Adversarial examples pose security concerns because they could be used to perform an attack on machine learning systems even if the adversary has no access to the underlying model.,2311,https://arxiv.org/pdf/1607.02533.pdf
648,An introduction to ROC analysis Fawcett/d40ee5dd758c525dfb9932d726bb4e844b7b8478,Computer Science,1 June 2006,Receiver operating characteristics (ROC) graphs are useful for organizing classifiers and visualizing their performance.   ,12596,https://doi.org/10.1016/j.patrec.2005.10.010
649,Support Vector Machines Steinwart Christmann/04b23f577c20d1a0e2a67aadda555f58e6d23d6e,Computer Science,12 August 2008,This book explains the principles that make support vector machine  s (SVMs) a successful modelling and prediction tool for a variety of applications.,3928,https://doi.org/10.1002/wics.49
650,UMAP%3A Uniform Manifold Approximation and Projection McInnes Healy/3a288c63576fc385910cb5bc44eaea75b442e62e,"Computer Science, Mathematics",9 February 2018,In this paper we introduce a novel manifold learning  technique for dimension reduction.,1760,https://arxiv.org/pdf/1802.03426.pdf
651,The Mythos of Model Interpretability Lipton/d516daff247f7157fccde6649ace91d969cd1973,"Computer Science, Mathematics",10 June 2016,   ,1457,http://dl.acm.org/citation.cfm?id=3241340
652,Random Forests Breiman/13d4c2f76a7c1a4d0a71204e1d5d263a3f5a7986,"Mathematics, Computer Science",1 October 2001,The generalization error of a forest of tree classifiers depends on the strength of the individual trees in the forest and the correlation between them.   ,51718,https://doi.org/10.1023/A%3A1010933404324
653,Introduction to information retrieval Manning Raghavan/806c2c4327a31fded64a5d673ab82b133194c234,Computer Science,1 July 2008,"Class-tested and coherent, this groundbreaking new textbook teaches web-era information retrieval, including web search and the related areas of text classification and text clustering from basic concepts.   ",9265,https://doi.org/10.1017/CBO9780511809071
654,The Helmholtz Machine Dayan Hinton/605402e235bd62437baf3c9ebefe77fb4d92ee95,"Mathematics, Computer Science",1 September 1995,We use a Helmholtz machine learning to learn a hierarchical generative model for maximum likelihood,1074,https://doi.org/10.1162/neco.1995.7.5.889
655,Laplacian Eigenmaps for Dimensionality Reduction Belkin Niyogi/88816ae492956f3004daa41357166f1181c0c1bf,"Mathematics, Computer Science",1 June 2003,We propose a geometrically motivated algorithm for representing data lying on a low-dimensional manifold embedded in a high-dimensional space that has locality-preserving properties and a natural connection to clustering.   ,6488,https://doi.org/10.1162/089976603321780317
656,An Introduction to Genetic Algorithms. Heiss Czedik/7bb6bdf4ed609e5e72d4206d1b308323e73dceec,Computer Science,1997,An Introduction to Genetic Algorithms is one of the rare examples of a book in which every single page is worth reading.   ,7221,https://doi.org/10.1162/artl.1997.3.1.63
657,Experiments with a New Boosting Algorithm Freund Schapire/68c1bfe375dde46777fe1ac8f3636fb651e3f0f8,Computer Science,3 July 1996,"In an earlier paper, we introduced a new ""boosting"" algorithm called AdaBoost which, theoretically, can be used to significantly reduce the error of any learning  algorithm that con- sistently generates classifiers whose performance is a little better than random guessing.",8018,
658,A review of feature selection techniques in Saeys Inza/34d405eaecab40a932108a7ff97e92fb8fd1ae4e,"Computer Science, Medicine",10 September 2007,Feature selection techniques have become an apparent need in many bioinformatics applications.   ,3873,https://www.ncbi.nlm.nih.gov/pubmed/17720704
659,Reinforcement Learning Sutton/7574bfa9fa539f1ccbaeabc7c82c295d6143b84c,Computer Science,1 June 1992,Reinforcement learning learning is an approach to artificial intelligence that emphasizes,1161,https://doi.org/10.1142/9789813271234_0015
660,A Sentimental Education%3A Sentiment Analysis Using Pang Lee/167e1359943b96b9e92ee73db1df69a1f65d731d,Computer Science,21 July 2004,We propose a novel machine learning -,3213,https://www.aclweb.org/anthology/P04-1035.pdf
661,Temporal difference learning and TD Gammon Tesauro/5ed59f49c1bb7de06cfa2a9467d5efb535103277,Computer Science,1 March 1995,"Ever since the days of Shannon's proposal for a chess-playing algorithm [12] and Samuel's checkers- learning machine program [10] the domain of complex board games such as Go, chess, checkers, Othello, and backgammon has been widely regarded as an ideal testing ground for exploring a variety of concepts and approaches in artificial intelligence and",1118,http://dl.acm.org/citation.cfm?id=203343
662,A Practical Guide to Training Restricted Boltzmann Hinton/e95d3934e51107da7610acd0b1bcb6551671f9f1,Computer Science,2012,This guide is an attempt to share this expertise at training RBMs with other machine learning researchers.,2399,https://doi.org/10.1007/978-3-642-35289-8_32
663,Survey of clustering algorithms Xu Wunsch/08b43d84e6747e370ef307e2ada50675b414514a,"Computer Science, Medicine",1 May 2005,"We survey clustering algorithms for data sets appearing in statistics, computer science, and machine learning , and illustrate their applications in some benchmark data sets, the traveling salesman problem, and bioinformatics.",4968,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1427769
664,An introduction to Support Vector Machines Cristianini Shawe Taylor/2d86e239a9e9741f22be1d8c1feed7a44da1bdc1,Computer Science,1 March 2000,"This book is the first comprehensive introduction to Support Vector Machine learning s (SVMs), a new generation",3366,https://doi.org/10.1007/978-3-319-94989-5_4
665,Kernel Methods for Pattern Analysis Shawe Taylor Cristianini/a0f9f3c338dd84b054dabcbd50b725f2b3609ad9,Computer Science,2003,"Kernel methods provide a powerful and unified framework for pattern discovery, motivating algorithms that can act on general types of data (e.g. strings, vectors or text) and look for general type of relations.   ",3912,https://doi.org/10.1109/ICTAI.2003.10009
666,From Data Mining to Knowledge Discovery in Fayyad Piatetsky Shapiro/a1874aafa8730bdd4b28f29d025141c13ee28b58,Computer Science,15 March 1996,"This article provides an overview of this emerging field, clarifying how data mining and knowledge discovery in databases are related both to each other and to related fields, such as machine learning , statistics, and databases.",4587,https://doi.org/10.1609/aimag.v17i3.1230
667,Genetic Algorithms %2B Data Structures %3D Evolution Michalewicz/5a05b9d5de7d1d11d1aa03826ded577d4acf4f49,"Mathematics, Computer Science",1996,   ,9849,https://doi.org/10.1007/978-3-662-03315-9
668,Speech and language processing an introduction to Jurafsky Martin/b54bcfca3fddc26b8889739a247a25e445818149,Computer Science,2000,"This book takes an empirical approach to language processing, based on applying statistical and other machine learning -",3614,
669,State of the Art V%C3%B6lter/a3461eaf51016f9d6e85ea47173b27e019e801c4,,1997,   ,3556,https://doi.org/10.1203/00006450-199704001-00009
670,Learning with Kernels%3A support vector machines%2C and Sch%C3%B6lkopf Smola/5045f45445b1fcef589c6d40dba834219cdd9e93,Computer Science,2002,   ,1020,https://doi.org/10.1109/tnn.2005.848998
671,Statistical language learning Charniak/b84276fe751ca4f1389549281383b151a746107b,"Mathematics, Computer Science",1 September 1997,From the Publisher:  Eugene Charniak breaks new ground in artificial intelligence research by presenting statistical language processing from an artificial intelligence point of view in a text for researchers and scientists with a traditional computer science background.   ,1120,https://doi.org/10.2307/415888
672,A systematic analysis of performance measures for Sokolova Lapalme/c11d0ba3e581e691f1bee0022dc0807ff4c428f2,"Mathematics, Computer Science",1 July 2009,"This paper presents a systematic analysis of twenty four performance measures used in the complete spectrum of Machine Learning classification tasks, i.e., binary, multi-class, multilabelled, and hierarchical.",2517,https://doi.org/10.1016/j.ipm.2009.03.002
673,Collective Classification in Network Data Sen Namata/c5f2f13778af201f486b0b3c4c8f6fcf36d4ca36,Computer Science,6 September 2008,We introduce four widely used inference algorithms for classifying networked data and empirically compare them on both synthetic and real-world data.   ,1473,https://doi.org/10.1609/aimag.v29i3.2157
674,Random Features for Large Scale Kernel Machines Rahimi Recht/7a59fde27461a3ef4a21a249cc403d0d96e4a0d7,"Computer Science, Mathematics",3 December 2007,"To accelerate the training of kernel machine  s, we propose to map the input data to a randomized low-dimensional feature space and then apply existing fast linear methods.",2247,http://papers.nips.cc/paper/3182-random-features-for-large-scale-kernel-machines
675,Support vector machines in remote sensing%3A A review Mountrakis Im/154507a7222c60380dd895d85171722548fbc81f,Computer Science,1 May 2011,"In this paper, we review remote sensing implementations of support vector machine machine s (SVMs), a promising",1859,https://doi.org/10.1016/J.ISPRSJPRS.2010.11.001
676,Density estimation using Real NVP Dinh Sohl Dickstein/09879f7956dddc2a9328f5c1472feeb8402bcbcf,"Computer Science, Mathematics",27 May 2016,"We extend the space of such models using real-valued non-volume preserving (real NVP) transformations, a set of powerful invertible and learnable transformations, resulting in an unsupervised learning  algorithm with exact log-likelihood computation, exact sampling, exact inference of latent variables, and an interpretable latent space.",1115,https://arxiv.org/pdf/1605.08803.pdf
677,Neural Networks and the Bias%2FVariance Dilemma Geman Bienenstock/a34e35dbbc6911fa7b94894dffdc0076a261b6f0,Computer Science,3 January 1992,"We present a tutorial on nonparametric inference and its relation to neural networks, and we use the statistical viewpoint to highlight strengths and weaknesses of neural models.   ",3255,https://doi.org/10.1162/neco.1992.4.1.1
